country;keywords animals
Tunisia;Barbary Sheep,Red Fox,Striped Hyena,Golden Jackal,Wild Boar,Red Deer,Fallow Deer,Chameleon,African Wildcat,Northern Bald Ibis,Marsh Harrier,Stone Curlew,Eurasian Eagle Owl,Greater Flamingo,Lesser Kestrel,Black Kite,Eurasian Griffon Vulture,Common Kestrel,Common Buzzard,Common Moorhen,Spur-winged Lapwing,Little Grebe,Eurasian Collared Dove,Eurasian Coot,Little Ringed Plover,Black-crowned Night Heron,Great Cormorant,Eurasian Oystercatcher,White-tailed Lapwing,Black-winged Stilt,Eurasian Spoonbill,Dalmatian Pelican,Black-shouldered Kite,Red-footed Falcon,Spur-winged Plover,Red-necked Nightjar,European Bee-eater,Pallid Harrier,Eurasian Hobby,Great Spotted Cuckoo,Eurasian Hoopoe,Common Cuckoo,Common Swift,Eurasian Wryneck,Red-rumped Swallow,Common House Martin,Barn Swallow,Red-breasted Flycatcher,Eurasian Blackcap,Woodchat Shrike,Subalpine Warbler,Sardinian Warbler,Spectacled Warbler,Rüppell's Warbler,Lesser Whitethroat,Common Whitethroat,Garden Warbler,Spotted Flycatcher,Wood Warbler,Orphean Warbler,Western Orphean Warbler,Booted Eagle,Short-toed Eagle,Long-legged Buzzard,Long-eared Owl,Eurasian Scops Owl,Eurasian Nuthatch,Eurasian Magpie,Red-billed Chough,Rock Dove,Great Spotted Woodpecker,European Green Woodpecker,Grey-headed Woodpecker,Lesser Grey Shrike,Red-backed Shrike,Woodchat Shrike,Common Starling,House Sparrow,Common Raven,Common Linnet,European Goldfinch,European Serin,Cirl Bunting,Corn Bunting,Crested Lark,Thekla Lark,Calandra Lark,Short-toed Lark,Woodlark,Sand Martin,Crag Martin,Barn Owl,Little Owl,Short-eared Owl,Eurasian Nightjar,Pallid Swift,Alpine Swift,Eurasian Crag Martin,White-rumped Swift,Eurasian Hobby
Turkey;Anatolian Leopard,Red Fox,Wild Boar,Roe Deer,Red Deer,Grey Wolf,Brown Bear,Golden Jackal,Striped Hyena,Mediterranean Monk Seal,Eurasian Lynx,Wild Goat,Wild Sheep,Wild Cat,European Otter,Eurasian Beaver,Eurasian Badger,European Rabbit,European Hedgehog,European Mole,European Water Vole,European Pine Marten,European Ground Squirrel,European Red Squirrel,European Hedgehog,European Polecat,European Wild Rabbit,European Hare,European Squirrel,European Weasel,European Mink,European Mole Rat,European Mole,European Water Shrew,European Water Rat,European Bat,European Mole Cricket,European Pond Turtle,European Pond Terrapin,European Pond Snake,European Grass Snake,European Cat Snake,European Adder,European Viper,European Rat Snake,European Green Toad,European Green Frog,European Tree Frog,European Fire Salamander,Spur-thighed Tortoise,Hermann's Tortoise,Turkish Gecko,Common Wall Lizard,European Green Lizard,European Wall Lizard,Turkish Agama,European Pond Turtle,European Pond Terrapin,European Pond Snake,European Grass Snake,European Cat Snake,European Adder,European Viper,European Rat Snake,European Green Toad,European Green Frog,European Tree Frog,European Fire Salamander,Spur-thighed Tortoise,Hermann's Tortoise,Turkish Gecko,Common Wall Lizard,European Green Lizard,European Wall Lizard,Turkish Agama,European Honey Buzzard,Black Kite,Lesser Kestrel,Eurasian Sparrowhawk,Long-legged Buzzard,Short-toed Eagle,Booted Eagle,Imperial Eagle,Golden Eagle,Eurasian Marsh Harrier,Montagu's Harrier,Pallid Harrier,Hen Harrier,Eurasian Hobby,Common Kestrel,Red-footed Falcon,Saker Falcon,Eurasian Hobby,Common Crane,White Stork,Great Bustard,Lesser White-fronted Goose,Common Shelduck,Common Teal,Common Pochard
Turkmenistan;Wild Goat,Wild Sheep,Wild Boar,Red Fox,Wolf,Jackal,Desert Cat,Pallas’s Cat,Caracal,Marbled Polecat,European Hare,Mongolian Gerbil,Steppe Polecat,Eurasian Badger,Eurasian Otter,Eurasian Lynx,Leopard,Caspian Seal,Persian Gazelle,Goitered Gazelle,Wild Ass,Wild Camel,Bactrian Camel,Marbled Teal,Dalmatian Pelican,White-headed Duck,Black-winged Kite,Imperial Eagle,Saker Falcon,Common Buzzard,Lesser Kestrel,Eurasian Hobby,Long-legged Buzzard,Eurasian Hobby,Long-legged Buzzard,Eurasian Hoopoe,Red-crested Pochard,Great Bustard,Little Bustard,Macqueen’s Bustard,Red-wattled Lapwing,Black-winged Pratincole,Great Grey Shrike,Long-tailed Shrike,Eurasian Magpie,Eurasian Jay,Greater Short-toed Lark,Calandra Lark,Bar-tailed Desert Lark,Desert Finch,Red-tailed Wheatear,Cinereous Vulture,Griffon Vulture,Black Vulture,Eurasian Griffon,Eurasian Black Vulture,White-tailed Eagle,Steppe Eagle,Pallid Harrier,Montagu’s Harrier,Long-legged Buzzard,Eurasian Hobby,Eurasian Hoopoe,Red-crested Pochard,Great Bustard,Little Bustard,Macqueen’s Bustard,Red-wattled Lapwing,Black-winged Pratincole,Great Grey Shrike,Long-tailed Shrike,Eurasian Magpie,Eurasian Jay,Greater Short-toed Lark,Calandra Lark,Bar-tailed Desert Lark,Desert Finch,Red-tailed Wheatear,Cinereous Vulture,Griffon Vulture,Black Vulture,Eurasian Griffon,Eurasian Black Vulture,White-tailed Eagle,Steppe Eagle,Pallid Harrier,Montagu’s Harrier,Long-legged Buzzard,Eurasian Hobby,Eurasian Hoopoe,Red-crested Pochard,Great Bustard,Little Bustard,Macqueen’s Bustard,Red-wattled Lapwing,Black-winged Pratincole,Great Grey Shrike,Long-tailed Shrike,Eurasian Magpie,Eurasian Jay
Turks & Caicos Is;Rock iguana,Whale,Dolphin,Shark,Sea turtle,Stingray,Barracuda,Grouper,Snapper,Jack,Wahoo,Tarpon,Bonefish,Yellowtail,Marlin,Triggerfish,Hogfish,Mackerel,Mullet,Lobster,Conch,Octopus,Sea cucumber,Sea urchin,Hermit crab,Sand dollar,Starfish,Sea anemone,Sea slug,Sea horse,Sea snake,Flying fish,Booby,Frigatebird,Cormorant,Pelicans,Osprey,Egret,Heron,Hawks,Hummingbird,Warbler,Dove,Quail,Partridge,Pigeon,Turkey,Sandpiper,Oystercatcher,Kingfisher,Sandpiper,Ibis,Anhinga,Woodpecker,Flamingo,Pelican,Egret,Heron,Tern,Gull,Booby,Frigatebird,Mockingbird,Vireo,Kingbird,Crow,Kestrel,Swallow,Hummingbird,Puffin,Petrel,Gannet,Booby,Frigatebird,Tern,Gull,Oystercatcher,Cormorant,Ibis,Anhinga,Egret,Heron,Osprey,Hawk,Kestrel,Swallow,Dove,Quail,Partridge,Pigeon,Turkey,Pelican,Flamingo,Woodpecker,Warbler,Mockingbird,Vireo,Kingbird,Crow,Hummingbird
Tuvalu;Sea Turtles,Whales,Dolphins,Sharks,Octopuses,Crabs,Lobsters,Jellyfish,Sea Snakes,Sea Birds,Fish,Crustaceans,Eels,Sea Cucumbers,Sea Urchins,Starfish,Manta Rays,Sea Horses,Sea Lions,Sea Turtles,Dugongs,Seals,Sea Otters,Clownfish,Hammerhead Sharks,Reef Sharks,Tiger Sharks,Whale Sharks,Bull Sharks,Great White Sharks,Nurse Sharks,Lemon Sharks,Leopard Sharks,Sandbar Sharks,Angelfish,Butterflyfish,Parrotfish,Triggerfish,Lionfish,Moray Eels,Gobies,Damselfish,Boxfish,Barracuda,Mackerel,Tuna,Flying Fish,Sailfish,Herring,Anchovies,Sardines,Sea Bass,Grouper,Triggerfish,Flatfish,Pufferfish,Sea Bream,Sea Perch,Sea Horse,Sea Catfish,Sea Snail,Sea Urchin,Clams,Oysters,Mussels,Sea Cucumber,Sea Anemone,Sea Squirt,Sea Sponges,Sea Jelly,Sea Squirts,Sea Worms,Sea Slugs,Sea Stars,Sea Lilies,Sea Fans,Sea Pens,Sea Feathers,Sea Cucumbers,Sea Urchins,Sea Spiders,Sea Anemones,Sea Snails,Sea Worms,Sea Slugs,Sea Squirts,Sea Cucumbers,Sea Urchins,Sea Sponges,Sea Stars,Sea Anemones,Sea Squirts,Sea Worms,Sea Slugs,Sea Lilies,Sea Fans,Sea Pens,Sea Feathers,Sea Spiders,Sea Anemones
Uganda;Lions,Elephants,Giraffes,Hippos,Warthogs,Buffalo,Chimpanzees,Rhinos,Leopards,Crocodiles,Bushbucks,Klipspringer,Giant Forest Hogs,Bushpigs,Oribi,Reedbuck,Kob,Sitatunga,Topi,Waterbuck,Jackals,Hyenas,Mongooses,Serval,Genets,Civet Cats,Galagos,Pangolins,Otters,Bushbabies,Baboons,Vervet Monkeys,Blue Monkeys,Red-tailed Monkeys,Black-and-white Colobus Monkeys,Grey-cheeked Mangabeys,Uganda Mangabey,L'Hoest's Monkeys,Patas Monkeys,Red Colobus Monkeys,Chimpanzees,Gorillas,Bush Duiker,Yellow-backed Duiker,Bush Hyrax,Tree Hyrax,African Civet,Honey Badgers,Common Ostrich,Grey Crowned Cranes,Wattled Cranes,Black-headed Gonolek,Grey-capped Warbler,Grey-backed Cameroptera,Grey-headed Kingfisher,White-winged Widowbird,Red-winged Grey Warbler,Red-chested Sunbird,Superb Sunbird,Double-toothed Barbet,Grey-throated Barbet,Black-headed Gonolek,Papyrus Gonolek,Red-faced Barbet,White-spotted Flufftail,White-winged Warbler,White-winged Black Tit,White-tailed Lark,Red-tailed Ant Thrush,White-browed Crombec,White-headed Barbet,White-winged Widowbird,White-browed Coucal,White-bellied Bustard,White-headed Vulture,White-backed Vulture,African Fish Eagle,Martial Eagle,African Hawk Eagle,African Harrier Hawk,Grey Kestrel,Red-chested Owls,Brown Parrots,Grey Parrots,Ross's Turaco,Great Blue Turaco,Grey-headed Kingfisher,White-breasted Kingfisher,Grey-headed Gull,White-winged Tern,African Skimmer,Black-headed Gonolek,White-headed Lapwing,Black-headed Weaver,White-browed Sparrow Weaver,White-crowned Lapwing,White-winged Black Tit,White-browed Coucal,White-bellied Bustard,White-faced Whistling Duck
Ukraine;Wolf,Red Fox,Wild Boar,Roe Deer,European Bison,European Beaver,Wildcat,Red Deer,Brown Bear,Lynx,Wild Horse,European Badger,European Hedgehog,European Otter,European Polecat,European Mink,European Roe Deer,Eurasian Lynx,Eurasian Wolf,Eurasian Brown Bear,Eurasian Red Deer,European Roe Deer,European Wildcat,European Badger,European Hedgehog,European Otter,European Polecat,European Mink,European Wild Boar,Wild Rabbit,European Hare,European Roe Deer,European Red Fox,European Grey Wolf,European Jackal,Grey Wolf,Eurasian Brown Bear,Eurasian Red Deer,European Wildcat,European Badger,European Hedgehog,European Otter,European Polecat,European Mink,European Wild Boar,Wild Rabbit,European Hare,European Roe Deer,European Red Fox,European Grey Wolf,European Jackal,European Squirrel,European Water Vole,European Mole,European Hedgehog,European Weasel,European Stoat,European Polecat,European Mink,European Wildcat,European Wild Boar,Wild Rabbit,European Hare,European Roe Deer,European Red Fox,European Grey Wolf,European Jackal,European Squirrel,European Water Vole,European Mole,European Hedgehog,European Weasel,European Stoat,European Polecat,European Mink,European Wildcat,European Wild Boar,Wild Rabbit,European Hare,European Roe Deer,European Red Fox,European Grey Wolf,European Jackal,European Squirrel,European Water Vole,European Mole,European Hedgehog,European Weasel,European Stoat,European Polecat,European Mink,European Wildcat,European Wild Boar,Wild Rabbit,European Hare,European Roe Deer,European Red Fox,European Grey Wolf,European Jackal,European Squirrel
United Arab Emirates;Arabian Oryx,Sand Cat,Striped Hyena,Arabian Wolf,Arabian Gazelle,Arabian Red Fox,Arabian Leopard,Caracal,Indian Crested Porcupine,Scrub Hare,Cape Hare,Red Fox,Sand Fox,Blanford's Fox,Rüppell's Fox,Blandford's Fox,Indian Fox,Honey Badger,Caracal,Desert Cat,Sand Cat,Arabian Gerbil,Indian Gerbil,Striped Hyena,Arabian Wolf,Arabian Jackal,Golden Jackal,Black-backed Jackal,Indian Wolf,Sand Cat,Red Fox,Blanford's Fox,Rüppell's Fox,Blandford's Fox,Indian Fox,Honey Badger,Caracal,Desert Cat,Sand Cat,Arabian Gerbil,Indian Gerbil,Striped Hyena,Arabian Wolf,Arabian Jackal,Golden Jackal,Black-backed Jackal,Indian Wolf,Arabian Hare,Indian Crested Porcupine,Scrub Hare,Cape Hare,Arabian Ostrich,Arabian Bustard,Houbara Bustard,Macqueen's Bustard,Greater Hoopoe Lark,Lesser Hoopoe Lark,Indian Courser,Cream-colored Courser,Asian Desert Warbler,Hume's Tawny Owl,Spotted Sandgrouse,Pin-tailed Sandgrouse,Namaqua Dove,Laughing Dove,Collared Dove,Laughing Dove,Rose-ringed Parakeet,Spotted Eagle,Steppe Eagle,Greater Spotted Eagle,Lesser Spotted Eagle,Imperial Eagle,Long-legged Buzzard,Pallid Harrier,Montagu's Harrier,Pallid Harrier,Peregrine Falcon,Sooty Falcon,Barbary Falcon,Sooty Falcon,Barbary Falcon,Barbary Partridge,Sand Partridge,Chukar Partridge,Waterfowl,Ducks,Geese,Grebes,Great White Pelican,Dalmatian Pelican,Great Cormorant,Great White Egret,Grey Heron,Purple Heron,Black-headed Gull,Slender-billed Gull,Socotra Cormorant,Crab Plover,Grey Hypocolius
United Kingdom;Red Fox,Badger,Red Deer,Hedgehog,Brown Hare,Rabbit,European Beaver,Grey Squirrel,Stoat,Weasel,Otter,Mink,Polecat,Wild Boar,Roe Deer,Water Vole,Fallow Deer,Red Squirrel,Grey Seal,Harbour Seal,Common Seal,Common Tern,Kingfisher,Great Crested Grebe,Cormorant,Pheasant,Red Kite,Buzzard,Sparrowhawk,Kestrel,Barn Owl,Little Owl,Long-eared Owl,Tawny Owl,Skylark,Swallow,House Martin,Swift,Grey Heron,Mute Swan,Greylag Goose,Canada Goose,Mallard,Pochard,Goldeneye,Tufted Duck,Redshank,Green Sandpiper,Black-headed Gull,Herring Gull,Lesser Black-backed Gull,Common Gull,Oystercatcher,Lapwing,Curlew,Meadow Pipit,Pied Wagtail,Wren,Dunnock,Robin,Blackbird,Song Thrush,Mistle Thrush,Wood Pigeon,Collared Dove,Stock Dove,Turtle Dove,Cuckoo,Nightjar,Swift,Sparrow,House Sparrow,Chaffinch,Goldfinch,Bullfinch,Greenfinch,Linnet,Reed Bunting,Red-legged Partridge,Grey Partridge,Water Rail,Moorhen,Coot,Great Crested Newt,Common Frog,Common Toad,Smooth Newt,Palmate Newt,Grass Snake,Adder,Slow Worm,Common Lizard,European Eel,Atlantic Salmon,Brown Trout,European Hare,Mountain Hare,Wild Cat,Red Fox,Brown Hare
United States;Bald Eagle,American Bison,Gray Wolf,Coyote,American Beaver,Puma,Bobcat,Black Bear,Grizzly Bear,Polar Bear,Sea Otter,River Otter,Raccoon,Arctic Fox,Red Fox,Grey Fox,Striped Skunk,Virginia Opossum,Muskrat,Beaver,North American Porcupine,White-tailed Deer,Mule Deer,Elk,Moose,Caribou,Bighorn Sheep,Pronghorn,Mountain Goat,Wild Boar,Collared Peccary,American Alligator,American Crocodile,American Black Vulture,Turkey Vulture,Bald Eagle,Red-tailed Hawk,Great Horned Owl,Peregrine Falcon,American Kestrel,Golden Eagle,California Condor,Wild Turkey,Pigeon,Mourning Dove,Barn Owl,Great Blue Heron,Snowy Egret,Great Egret,Osprey,Wood Duck,Mallard Duck,Canada Goose,Wild Swan,American White Pelican,Brown Pelican,American Flamingo,American Coot,American Avocet,American Oystercatcher,American Pheasant,Bobwhite Quail,Wild Turkey,Trumpeter Swan,Wood Thrush,American Robin,Blue Jay,American Crow,Common Raven,American Goldfinch,Northern Cardinal,American Redstart,Scarlet Tanager,Northern Mockingbird,Cedar Waxwing,American Kestrel,American Woodcock,American Wood Duck,Red-winged Blackbird,Yellow-headed Blackbird,Brewer's Blackbird,Brown-headed Cowbird,Common Grackle,Great-tailed Grackle,American Pipit,Hairy Woodpecker,Northern Flicker,American Dipper,Belted Kingfisher,Pileated Woodpecker,American Woodcock,American Bittern,Common Loon,American Coot,American White Ibis,Black Vulture,Turkey Vulture,Osprey,Bald Eagle,Peregrine Falcon
Uruguay;Puma,Coyote,European Hare,Red Brocket Deer,Pampas Deer,Guanaco,Peccary,Patagonian Mara,Gray Fox,Raccoon,Grey Brocket Deer,Wild Boar,Capybara,European Rabbit,South American Coati,Agouti,Southern River Otter,Marsh Deer,European Hedgehog,Collared Peccary,Nine-banded Armadillo,Southern Viscacha,Pampas Cat,Brazilian Porcupine,Southern Tamandua,Spectacled Caiman,Southern River Turtle,Yellow Anaconda,Green Anaconda,Red-footed Tortoise,Yellow-footed Tortoise,Southern Crested Caracara,American Kestrel,Burrowing Owl,Chimango Caracara,White-tufted Grebe,Great Egret,Snowy Egret,Maguari Stork,Black-necked Swan,Chaco Chachalaca,Southern Screamer,Cinereous Harrier,White-winged Dove,Red-winged Tinamou,Rufous-bellied Thrush,Red-crested Cardinal,Chalk-browed Mockingbird,White-rumped Monjita,Southern Lapwing,White-headed Marsh Tyrant,White-throated Cachalote,Shiny Cowbird,Great Kiskadee,House Wren,White-tipped Plantcutter,Rufous-collared Sparrow,Saffron Finch,Hooded Siskin,Red-crested Finch,Long-tailed Meadowlark,Southern Caracara,Southern House-Martin,Black-and-rufous Warbling-finch,White-browed Blackbird,White-browed Chat-tyrant,Red-backed Hawk,Cinnamon-faced Tyrannulet,White-banded Mockingbird,Chotoy Spinetail,White-browed Ground-dove,White-winged Black-tyrant,White-browed Woodpecker,White-barred Piculet,White-backed Fire-eye,White-browed Hawk,White-throated Cotinga,White-crested Elaenia,White-rumped Monjita,White-browed Hawk-eagle,White-winged Becard,White-tailed Kite,White-tipped Plantcutter,White-tailed Nightjar,White-winged Swallow,White-winged Becard,White-winged Cotinga,White-throated Hawk,White-throated Hawk-eagle,White-tailed Hawk,White-fronted Woodpecker,White-faced Ibis,White-faced Whistling-duck,White-eared Puffbird,White-collared Swift,White-bellied Seedsnipe,White-bellied Nothura,White-banded Mockingbird,White-backed Fire-eye,White-bellied Hummingbird
Uzbekistan;Wolf,Fox,Wild Boar,Red Deer,Goitered Gazelle,Marbled Polecat,Eurasian Lynx,Brown Bear,Wild Cat,Pallas Cat,Snow Leopard,Himalayan Ibex,Argali,Steppe Polecat,Pika,Red Fox,Wild Sheep,Marmot,Siberian Roe Deer,Eurasian Badger,Red Squirrel,Jerboa,Mongolian Gerbil,Cinereous Vulture,Bearded Vulture,Black Vulture,Golden Eagle,Imperial Eagle,Steppe Eagle,Long-legged Buzzard,Greater Spotted Eagle,Lesser Kestrel,Saker Falcon,Peregrine Falcon,White-tailed Eagle,Black Stork,White Stork,Great Bustard,Demoiselle Crane,Eurasian Spoonbill,Dalmatian Pelican,White-headed Duck,Ferruginous Duck,White-winged Wood Duck,Great Cormorant,Red-breasted Goose,Greylag Goose,Ruddy Shelduck,Mallard,Common Pochard,Tufted Duck,Common Shelduck,Eurasian Wigeon,Common Teal,Red-crested Pochard,Common Buzzard,Eurasian Hobby,European Nightjar,Eurasian Hoopoe,Eurasian Golden Oriole,Red-backed Shrike,Eurasian Jay,Eurasian Magpie,Azure-winged Magpie,Common Raven,Eurasian Jackdaw,Carrion Crow,Common Starling,White-throated Dipper,Common Kingfisher,Common Cuckoo,Common Swift,Eurasian Skylark,Barn Swallow,White Wagtail,Red-breasted Flycatcher,Pied Wheatear,Great Grey Shrike,Red-throated Pipit,Common Rosefinch,Common Crossbill,Hawfinch,Eurasian Bullfinch,Eurasian Tree Sparrow,Red-fronted Serin,Eurasian Siskin,Eurasian Linnet,Black-headed Bunting,Red-headed Bunting,House Sparrow,European Greenfinch,European Goldfinch,European Serin,Eurasian Treecreeper,Eurasian Eagle Owl,Long-eared Owl,Tawny Owl,Little Owl,Grey Partridge,Chukar Partridge
Vanuatu;Flying Fox,Coconut Crab,Dugong,Sea Snake,Green Turtle,Hawksbill Turtle,Sea Lion,Giant Trevally,Moorish Idol,Butterfly Fish,Blueline Snapper,Striped Marlin,Giant Clam,Spotted Eagle Ray,Red-footed Booby,White-bellied Sea Eagle,White-tailed Tropicbird,Pacific Reef Heron,Brown Booby,White-throated Ground Dove,Pacific Koel,Pacific Golden Plover,White-rumped Swiftlet,Pacific Baza,Pacific Swallow,Barred Honeyeater,White-winged Fairywren,Red-bellied Fruit Dove,Metallic Starling,Island Thrush,White-browed White-eye,Yellow-fronted White-eye,Long-tailed Triller,Vanuatu Imperial Pigeon,Pacific Imperial Pigeon,Claret-breasted Fruit Dove,Red-knobbed Imperial Pigeon,Red-capped Flowerpecker,Melanesian Megapode,Pacific Baza,White-bellied Cuckoo-shrike,Blue-capped Ifrit,Variable Goshawk,Common White-eye,Grey-headed Fruit Dove,Pacific Robin,Vanuatu White-eye,Southern Shrikebill,Pacific Black Duck,White-faced Heron,White-breasted Woodswallow,Yellow-bibbed Fruit Dove,White-headed Fruit Dove,Orange Dove,White-bellied Cuckoo Dove,White-bellied Imperial Pigeon,Streaked Fantail,Black-faced Monarch,Grey-backed Tahiti Swiftlet,Grey-throated White-eye,Red-headed Parrotfinch,Vanuatu Woodpigeon,Collared Kingfisher,Brown Cuckoo-dove,Yellow-bibbed Lory,Sulphur-crested Cockatoo,Red-bellied Fruit Dove,Red-tailed Tropicbird,White-bellied Storm Petrel,Brown Noddy,Lesser Frigatebird,Great Frigatebird,Red-footed Booby,Brown Booby,Red-billed Tropicbird,Great Crested Grebe,Pacific Reef Egret,Buff-banded Rail,White-breasted Woodswallow,Long-tailed Cuckoo,White-tailed Tropicbird,Red-vented Bulbul,Crested Cuckoo-dove,White-bellied Cuckoo-shrike,Grey-backed Tern,Bridled Tern,Roseate Tern,Lesser Crested Tern,Great Crested Tern,Black Noddy,White Tern,Pacific Golden Plover,Black-winged Stilt,Pacific Reef Heron,White-throated Ground Dove,Pacific Koel,Red-bellied Fruit Dove,White-tailed Tropicbird,Pacific Imperial Pigeon,Metallic Starling
Venezuela;Jaguar,Spectacled Bear,Ocelot,Giant Anteater,Giant River Otter,Puma,Tapir,Margay,Bush Dog,Giant Armadillo,Capybara,Harpy Eagle,Andean Condor,Anaconda,Orinoco Crocodile,Anhinga,Scarlet Ibis,Brown Pelican,Snail Kite,Scarlet Macaw,Red-footed Booby,Brown-throated Parakeet,Venezuelan Troupial,Blue-crowned Parakeet,Red-bellied Macaw,White-tailed Hawk,Red Siskin,Caracara,Grey-chested Dove,White-tipped Dove,White-throated Toucan,Great Black Hawk,Yellow-headed Caracara,Green-backed Trogon,Green-rumped Parrotlet,Rufous-breasted Wood-Quail,Red-legged Honeycreeper,Green-backed Tanager,Blue-backed Manakin,Stripe-tailed Hummingbird,White-bellied Antbird,Red-billed Pigeon,Red-crowned Woodpecker,Grey-breasted Wood-Wren,White-throated Spinetail,Red-crested Cardinal,White-winged Swallow,Brown-hooded Parrot,Pale-breasted Thrush,Black-capped Donacobius,Grey-breasted Martin,Grey-headed Kite,Black-faced Antthrush,Crested Bobwhite,Yellow-tufted Woodpecker,Ringed Kingfisher,Black-tailed Trogon,White-bearded Manakin,Black-hooded Antshrike,White-winged Becard,Rufous-vented Chachalaca,White-tailed Goldenthroat,Black-crested Antshrike,Black-crowned Night Heron,Grey-breasted Sabrewing,White-vented Euphonia,White-throated Crake,White-tailed Hawk,Grey-necked Wood-Rail,White-bellied Piculet,Black-collared Hawk,Red-billed Tropicbird,Red-tailed Hawk,Black-crowned Tityra,White-bellied Spinetail,White-throated Screech-Owl,White-tipped Sicklebill,White-tailed Nightjar,White-chested Puffbird,White-tailed Kite,White-tailed Trogon,White-faced Whistling-Duck,White-bellied Antpitta,White-tailed Hawk,White-winged Becard,White-necked Puffbird,White-vented Plumeleteer,White-tailed Hawk-Eagle,White-throated Hawk,White-tailed Hawk-Owl,White-tailed Hawk-Buzzard,White-fronted Parrot,White-bellied Hummingbird,White-tailed Sabrewing,White-throated Toucanet,White-faced Nunbird,White-tailed Hawk-Vulture,White-fronted Capuchin,White-backed Fire-Eye,White-tailed Deer
